userName,score,content,length,at,sentiment_label
Pengguna Google,1,"saya main battle 1v1 ribuanX hasilnya: ya gak adil banget, sistemnya aneh, masa iya tower lvl 10 vs 12 13, bukan saya saja yang merasakan hal ini, pemain lain juga banyak. kalau saat tower princess udah hancur, tiba tiba jaringan lemot, padahal data jaringan saya lancar, langsung kalah, hal itu bukan terjadi sekali saja, ratusan kali saya rasakan. saya main dari 2016 awal game ini rilis, saya merasa KECEWA saya harap pihak SUPERCELL membenahi ini, dan tolong diperbaiki!!!",476,2020-04-14 20:03:11,negative
Pengguna Google,1,"game ini sih menarik ,tapi yang bikin keselnya bila main jumpa level yang tidak seimbang. contohnya kita level6 terkadang jumpa level9 bahkan di atasnya tolong di perbaiki agar pengalaman bermain semakin seru dan menarik karna permainannya yang adill level yang seimbang.",271,2019-06-13 19:27:56,negative
Zaki Ananta,3,"Bagus sih sebenernya..cuma sistem 1vs1(tempur) kurang adil""masa Nemu player yg level nya lebih tinggi dari kita dan level kartu musuh jg lebih tinggi dan bervariasi di atas area kita sendiri,dan jg ada kartu evolusi yang membuat tidak imbang di antara pemain....pay to win",272,2024-10-01 08:11:29,positive
Balada Kicau,4,"Tidak bisa naik level, tower level 10 lawannya level 13 terus. Ampun deh,,, tidak seimbang sekali lawannya. Tolong dong buat Supercell Clash Royale, jangan mencari musuh berdasarkan perolehan Tropy. Saran saya carikan musuh, filternya berdasarkan LEVEL TOWER. jadi seimbang mainnya, beda level troops tidak masalah, asalkan LEVEL TOWER SAMA.",341,2020-08-31 18:34:15,positive
Havez ababil,3,"1) Tolong tambahkan sistem report dan hukuman, untuk player yang meninggalkan pertempuran 2v2 secara sengaja, bukan disebabkan oleh gangguan jaringan dsb. 2) sebisa mungkin agar pertandingan bisa balance, minimal level troop musuh bisa sama, dan level raja setidaknya cuma beda 1 level, ataupun sebaliknya. 3) sebisa mungkin agar level 14 tidak menjumpai level yg dibawahnya.",375,2021-11-01 19:55:03,neutral
Pengguna Google,5,"sangat Bagus game Clash Royale ini, Semoga selalu di buat Event menarik serta di keluarin lagi kartu baru nya yg banyak, Saran saya di Tambah mode baru, untuk menghindari kebosanan. Dan untuk mendapatkan Peti atau hadiah bagus lainnya harusnya dari menang event, bukan dari beli pakai uang.. Thanks Supercell, Sukses Selalu.. di tunggu Karya karya Selanjutnya...",362,2019-10-13 22:31:56,positive
Syaiful Iman,1,"Kenapa setelah update clash royal jadi susah ya sinyalnya, padahal dulu sinyal kecepatan 20 KB/s sudah bagus seperti clash of clans kenapa sekarang harus 300 KB/s. Tolong perbaiki lagi seperti versi dahulu Super Cell. Saya sudah sering main tapi sekarang jarang karena sinyal harus bagus.",288,2021-03-11 17:21:58,negative
[GD] Dainchi,5,"Terkadang kesal juga pada saat bermain, karena musuh memiliki tingkat kartu yang berbeda. Namun tidak masalah, dengan update yang lumayan membuat kagum ini, kini rasa bermain menjadi lebih enjoy. Untuk Supercell, semoga bisa terus memberikan yang terbaik untuk para player setia nya! Semangat terus Supercell, kaulah sang legenda developer! <3",343,2022-06-27 21:34:29,positive
Pengguna Google,1,"clash royale ancur sekarang abis update, malah jadi lag gk bisa jalan, jadi banyak kendala, dishop juga stag berhenti, harus dikluarin, abis itu kadang kluar sndiri, masak hp saya rusak, padahal hp baru , makin ancur nih game, mohon bantuannya supaya diperbaiki!!!",264,2019-07-01 22:20:57,negative
A Din,1,"Saya dulu pernah main game ini dan menurut saya sangat menyenangkan. Tetapi berbeda dengan sekarang, saat saya bermain pertempuran versus level lawan dengan saya sangat jauh berbeda. Dan Menurut saya, Ini bukan tentang strategi lagi. Saya harap game clash royale bisa kembali seperti dulu lagi.",294,2022-11-06 22:53:22,negative
Pengguna Google,2,"Untuk supercell, game ini sudah bagus.. cuman kendala akhir² ini matchmaking 2vs2 selalu tidak bisa, apa karena bug atau memang tidak bisa? Tolong di respon,Untuk pendapatan gold per match terlalu rendah, mungkin bisa di naikan lagi. Untuk masalah jaringan, selalu tiba² menjadi lag atau muncul tanda sinyal hilang.. apa itu bug atau memang kesalahan jaringan? Mohon di respon, Dan mungkin bisa juga di tambahkan fitur chat atau voice saat sedang didalam game.. supaya bisa mengobrol antar player tnx",500,2019-12-01 00:16:33,negative
Fakha Bojonegorou,2,"Jaringan wifi padahal aman2 sj. Sy cek di aplikasi lain jg lancar. Tapi entah kenapa akhir² ini sering lag trus keluar sendiri. Tulisannya ""coba masuk lagi"". Bukan cuma clash royale. Tapi clash of clans juga. Apakah server supercell akhir2 ini ada kendala?",256,2022-10-15 22:14:41,negative
DiamonZZ Bear,1,"Menurut saya, gamenya bagus, game yang simpel tapi menyenangkan, ditambah lagi dengan karakter2 yang beragam dan bervariatif, tetapi sangat disayangkan, level antara pemain yang satu dengan lainnya tidak seimbang, saya sendiri king towernya masih lvl 6, tetapi selalu menemukan musuh yang lvl 7 bahkan 8, itu tidak adil dikarenakan towernya beda darah, damage, dan kartunya lebih variatif. Mohon supercel untuk menyeimbangkan level sesama pemain, dan juga gamenya sering crashdan lag udah sih itu aja",500,2022-04-29 11:34:54,negative
Lawak Gaming,5,"Buat kalian yg ngeluh musuhnya levelnya lebih tinggi atau apa, Ya usahalah, putar otak gimana caranya lu bisa menang, gua juga sering ketemu kek gitu, tapi gua menang, kalo sekiranya kartu kalian blum levelnya blum cukup tinggi main tanding cepat aja, atau ikut event, jan ngeluh mulu klo hidup",294,2021-03-31 07:53:27,negative
Pengguna Google,1,"Gamenya bagus tapi gak usah pake level segala. Karna kalo pake level, game ini udah gak jelas. Dia kata peke skil bukan tower? Loe gila kali ya? Susah payah naikin level kartu supaya ngefek ke tower. Tapi level kartu tower level 6 7 8 bisa dgn mudahnya ngalahin kartu tower level 10 keatas. Kan gak masuk akal. Beda lagi kalo game arcade. Trus kecepatan pertambahan eliksir juga rada aneh. Kalo tower 10 keatas rasanya lambat sekali. Tapi kalo level 8 kebawah, wih.... Bisa lepas 2 golem dlm 5-10 dtk",500,2019-06-26 19:47:40,negative
Adi Nugraha,2,"Match making nya ga jelas banget, masa di kasih lawannya yang lvl nya beda 2 lvl lbh tinggi di banding kita nya, atuh ga adil lah namanya, tolong di perbaiki lagi untuk sistemnya kasih lawan yang seimbang, kekurangannya itu aja.",228,2024-09-07 17:18:11,negative
joshua sinaga,1,"Selalu hilang sinyal..., padahal sinyal 4G saya selalu full, please fix that..kalau memang tidak bisa dibenarin lagi... akan sangat membosankan..... setelah berkali2 komplain soal phishing lawan main... tidak ditanggapi dengan baik..maka game ini saya uninstall setelah bermain selama 6tahun Thanks by make me loose 10times in a row... makes me lose trust of the fairness of this games",385,2022-08-07 16:25:37,negative
Fery Mrtosono,1,"Game taekkk , lagi maen jaringan bagus tiba² putus sendiri",58,2025-04-12 13:41:26,negative
Go PAMS,3,"Main game ni dah lama, momen paling tidak suka ketika battle memasuki menit tambahan dan tiba"" Koneksi terputus.. Sehingga membuat kalah.. Padahal sinyal full power.. Sangat disayangkan.. Kalau aku begini, ga tau juga kalau player lain..",237,2022-05-28 07:20:18,negative
Bial Maladi,1,Game rusak masa gara gara saya sering melanjut kan turnament apapun dengan berlian jadi deanaknya mengalahlan saya dengan cara memilihankan musu musu yg udh di atas saya. Aaya juga beberapa kali ketemu lawan yg udah juara utama tetapi saya masih arena rendah tolong di perbaiki.!!!!,282,2022-11-04 06:29:48,negative
Sanstreon,5,"Dasar nih player bisanya pada ngeluh ya!! kalau bisa buat game buat sendiri sana aku liat tadi banyak yang ngomongin masalah beda lv yang jauh diatas, nggasalah nih kalau lo bisa koment gini!?? Aku jelasin ya kalau lo mau musuh yang low lv/sama ya liat dulu tuh lo udah arena brp gblk emang trofi lu tinggi trus dapet musuh low lv/sm gitu?? Kalau mau menang ya main pake otak dong!! Ini game strategi woy!! Kalau lo bisa manfaatin kartu lo yang ada walaupun musuh kartu max lv gak akan jadi masalah!",499,2020-09-01 10:30:20,negative
iqbal nursyaifullah,1,Tolong dong servernya di perbaiki lagi....lagi asik war malah koneksi terputus padahal jaringan bagus ko😒 Terus masa iya ketemu sama musuh yang udah kebuka di arena 11 gimana tuh sedangkan akun gua masih arena 7 gak adil kan giman dah developernya!!!!!!!,254,2022-11-11 18:25:30,negative
Pengguna Google,2,"Game seru. Tapi, Lawan tidak seimbang, beda level bisa 2 sampai 3 level. Harusnya seimbang, setidaknya beda 1 level tidak masalah. Sekarang lebih sering kalahnya dari pada menangnya. Mohon di perbaiki lagi. Terima kasih.",220,2020-01-11 09:58:40,negative
Priyadi 2,1,Sangat buruk 1.Masalah jaringan:ini sering terjadi padahal sinyal udah bagus malah ngelag 2.masalah musuh lebih tinggi level nya. Conto penyihir apinya udah level 14 sedang kan sedangkan penyihir yg ku gunakan masih level 9. Udah itu aja tolong di perbaiki,256,2024-07-30 14:26:58,negative
zulfan assyafiqi,5,"Tolong perbaiki bug! saya pas main Sambungan terputus terus, padahal sinyal bagus. Pake data masih tetep sambungan terputus, pake wifi sambungan terputus juga. Jika kyk gini terus saya pensi main CR. Sekian terimakasih..",220,2024-07-05 11:09:34,negative
Pengguna Google,2,"Setelah di update kok saya gak bisa battle atau war diklan.. Pikonya kalau sudah login battle pasti keluar... Jdi kena hukuman gak bsa battle 2v2, battle 1v1 dan war clan.. Padahal sudah main dari awal rilis tapi barusan kyk gini.. Solusinya donk..",248,2018-12-08 20:31:46,negative
Fahmi Huaeris,5,Masih jadi Andalan nih game online. Dah 6 tahun berlalu,55,2025-06-30 20:32:49,positive
Aji Padmawinata,1,"koneksi jaringan sering terputus, tiba-tiba disconect padahal sinyal saya full 5G bahkan memakai WIFI tetap saja sering terjadi lag, tapi disaat saya memainkan game lain, sinyalnya aman-aman saja dan tidak terjadi lag sedikitpun... tolong diperbaiki kendala ini karna sangat merugikan ketika sedang bertempur mempertaruhkan trofi",329,2024-04-07 03:40:57,negative
Tevan Mujiarto06,2,Game nya bagus.. cuma 300an mb.. tapi kok cache apk nya sampe 1.6gb lebih.. itu cache lho.. Coba kalian cek di info apk.. pilih clash royal. Cache nya 1.5gb an lebih. Kalo abis main cek lagi pasti udab 1 gb lagi.. tlong supercell perbaiki cache nya.. karena hp saya kapasitas internal nya rendah.,296,2021-09-06 10:00:53,negative
Pengguna Google,1,"Permainan ini bikin orang darah tinggi permainan ngeselin. Tolong perbaikin masalah jeda waktunya jangan 1 lambat 1 cepet, klu mau lambat2 semua, klu mau cepet2 semua, masa bawa pasukan kecil lebih cepat sama pasukannya lebih besar. Ini permainan banyak kekurangan ke adilannya.",278,2019-09-30 23:20:33,negative
Gacha Doang,5,"Game ini sudah bagus, namun cuma butuh 2 fitur lagi biar lebih bagus, yaitu tombol report sama keseimbangan battlefield. Kadang kalau 2 vs 2 itu temennya suka afk afk, terus pas lagi push dapet lawan gak seimbang, seperti saya level 10 tapi lawannya level 11/12. Meskipun kartu saya rata rata level 10-13, namun tetap bentengnya sangat kuat serta kartu musuh lebih tinggi levelnya",380,2021-05-10 14:12:40,positive
Andreas Oktovian,1,"Saya sudah memiliki akun lama dan ingin saya mainkan kembali, namun tidak bisa dibuka lagi! lewat akun supercellpun tidak dikirimkan kode verifikas! sedangkan jika membuat akun baru langsung dikirimkan kode verifikasi supercell id! Bad game 👎",242,2022-02-06 09:58:02,negative
Pengguna Google,1,"Kepada pihak Supercell Segera perbaiki soal sinyal nya,soalnya pada saat loading mau masuk lama dan pada saat mau Tempur lama masuk nya.Ketika baru masuk pertempuran sudah kalah karena lama pada mau masuk nya.Dan perbaiki bug-bug nya karena selalu keluar sendiri pada saat main.Tolong lah semakin kesini semakin jelek,jadi lambat pada saat mau main dan selalu keluar sendiri. Terima Kasih",388,2019-10-08 15:52:02,negative
fathi najwan,1,kalo lawan musuh elixirnya udah kayak ga abis² gelo,51,2025-06-22 09:14:35,negative
Pengguna Google,1,"Games nya gak masuk akal, masa' aku yang level 8 lawan level 10, 11. Trophy nya sih sama tapi nyawa dari bentengnya beda dan kartu nya lebih bagus kuat. Awalnya sih menang terus, tapi sekarang lawannya levelnya diatas ku bener bener pemilihan lawannya gak masuk akal😠",267,2020-01-14 11:19:01,positive
Riizqadi Putra,1,"Tolong diperbaiki lagi untuk jaringannya..masa buat game gini doang susah padahal buat yt,ml,ig lancar cuma ini doang yg sering lag..jgn terlalu banyak perbarui fitur..tapi urus aja jaringan gimana biar bisa lancar karna untuk kenyamanan pengguna game",251,2022-03-31 07:36:31,negative
Rifqy Pramadhan,5,Saya punya rekomendasi untuk evolusi kartu.1)Minion roket untuk Minion dengan komposisi 5 eliksir.2) Hog rider yang memiliki nyawa berbeda antara babi dan penunggangnya seperti di clash of clans.3) nenek sihir yang memanggil jerangkong besar dengan bom yang dia keluarkan.4) Inferno tower multi target yang memiliki damage seiring waktu seperti single target Terimakasih jika ada salah satu rekomendasi saya yang di buatkan!! Sukses selalu SUPERCELL,449,2024-09-25 14:19:09,positive
Got13 Escar,1,"Masalahnya cuma di battlenya, lvl msuh dengan kita terlalu jauh. seperti saya lvl 6 masa ktemu musuh lvl 10 ya gimana cara menangnya otomatis kartu musuh juga jauh lebih tinggi lvlnya, saya mohon lebih di seimbangkan lagi gamenya kalau ketemu beda lvlnya 1 ya gk masalah supaya kita yang baru mulai gk terlalu susah buat ngepushnya!!.",334,2022-07-14 12:28:10,negative
Dannel Hulken Frandelli 02,1,"Sistem Macthnya tidak seimbang,mohon diperbaiki begitu pula dengan koneksi pada saat bermain sering kali disconent pada saat permainan dimulai kadang kadang disuruh ulang lagi(Restart the game).Mohon Pihak Developer untuk segera memperbaiki masalah di game tersebut karena dapat mengganggu kinerja pemain itu sendiri dan dapat merugikan orang lain🙏",348,2024-04-01 11:47:12,negative
Dimas Danu,2,Developer harus memperhatikan setiap player bermain harusnya level king tower disesuaikan atau sama karena prince towerpun berpengaruh dalam jumlah health nya...rata2 jika level diatasnya maka karakternya pun juga sudah tinggi levelnya...jadi agar diperhatikan supaya permainannya bisa adil sesuai tingkat kesulitan dan level troph nya.,336,2020-05-05 18:09:05,positive
Andre Yan,5,"ini permainan strategi, butuh otak yang cerdas, dan kecepatan berpikir saat tertekan, klo di kasih lawan level lebih tinggi berarti kita harus cerdas jangan asal keluarkan kartu, minimal simpan 1kartu untuk membuat lawan terkejut, orang bodoh kartu di keluarkan semua, dan harus hemat elixir, Saya level 8 sering di berikan lawan level 10, itu karna saya kuat..",361,2021-02-01 19:55:03,positive
Sholih Anwar,1,"Game yang gak adil sama sekali selalu dikasih musuh yang gak sepadan,musuh selalu lebih kuat daripada kita level juga demikian . Level musuh pasti lebih tinggi dari level kita jadi susah buat ngelawan nya . Dasar game anjg",222,2023-02-22 13:01:28,negative
Jagad Satriya,1,"Pencarian matchmaking yang buruk, gak ada respon dari pihak yang terkait, saya di level 6 selalu bertemu musuh di level 7, saat saya di level 7 musuhnya juga di level 8 semua, tolonglah perbaiki game nya, Dev tidak mementingkan nasib playernya",243,2022-06-05 13:42:49,negative
maman sulaeman,1,"Game jelek! Gak adil! Lawan gak seimbang, sering dipertemukan dengan level benteng raja yang lebih tinggi bahkan perbedaan level kartu yang jauh, 3 level bahkan lebih!ditambah ada evolution jadi pay to win! Pencarian lawan tidak seimbang, sering melawan yang level kartu dan benteng nya jauh diatas saya, merugikan dan membuat marah! Apa arti strategi saya jika level kalah jauh! Koneksi internet lemah, masalah dikit langsung terputus. Game macam apa ini, mohon disadari dan perbaikan saya tunggu!!!",500,2025-03-27 11:48:19,negative
Mario Ortega,2,"Pertama, idak ada balancing dalam semua permainan, hanya berdasarkan trofi yang di dapat, sehingga menimbulkan pemain dalam level bawah (baik king tower maupun card) dapat bertemu dengan player yang memiliki level yang jauh lebih tinggi Kedua, tidak ada sistem report player curang (cheater) dalam game, tingkat keamanan masih rendah, sehingga player2 curang dapat dengan mudah memasuki game dan menimbulkan kesan permainan yang sangat buruk",441,2022-08-29 02:00:23,negative
